epoch,accuracy,loss,val_accuracy,val_loss
0,0.5299999713897705,2.903597354888916,0.8999999761581421,0.3042498826980591
1,0.675000011920929,0.9075503349304199,0.824999988079071,0.3833985924720764
2,0.8500000238418579,0.34737521409988403,0.875,0.37459078431129456
3,0.8500000238418579,0.39862334728240967,0.800000011920929,0.5562323927879333
4,0.8450000286102295,0.5087750554084778,0.875,0.31850486993789673
